"","doid","is_a"
"27478"," DOID:3866",NA
"27480"," DOID:3867",NA
"27482"," DOID:3868"," DOID:0050902 "
"27485"," DOID:3869"," DOID:0050902 "
"27488"," DOID:3870"," DOID:0060103 "
"27491"," DOID:3871",NA
"27493"," DOID:3872",NA
"27495"," DOID:3873"," DOID:0050902 "
"27498"," DOID:3875"," DOID:864 "
"27501"," DOID:3876"," DOID:3877 "
"27504"," DOID:3877"," DOID:5353 "
"27507"," DOID:3878",NA
"27509"," DOID:3881",NA
"27511"," DOID:3883"," DOID:225 "
"27514"," DOID:3890"," DOID:3133 "
"27517"," DOID:3891"," DOID:780 "
"27520"," DOID:3892"," DOID:3918 "
"27523"," DOID:3893"," DOID:5876 "
"27526"," DOID:3895"," DOID:5876 "
"27529"," DOID:3896"," DOID:2664 "
"27532"," DOID:3898",NA
"27534"," DOID:3899",NA
"27536"," DOID:390",NA
"27538"," DOID:3901"," DOID:2059 "
"27541"," DOID:3902",NA
"27543"," DOID:3904"," DOID:1325 "
"27546"," DOID:3905"," DOID:1324 "
"27549"," DOID:3906"," DOID:0050621 "
"27552"," DOID:3907"," DOID:3908 "
"27555"," DOID:3908"," DOID:3905 "
"27558"," DOID:3909",NA
"27560"," DOID:3910"," DOID:3908 "
"27563"," DOID:3911"," DOID:225 "
"27566"," DOID:3914",NA
"27568"," DOID:3916",NA
"27570"," DOID:3917"," DOID:3918 "
"27573"," DOID:3918"," DOID:0050624 "
"27576"," DOID:3919"," DOID:1795 "
"27579"," DOID:3923"," DOID:3153 "
"27582"," DOID:3924"," DOID:1324 "
"27585"," DOID:3925"," DOID:3153 "
"27588"," DOID:3926"," DOID:3153 "
"27591"," DOID:3927"," DOID:3153 "
"27594"," DOID:3928"," DOID:3153 "
"27597"," DOID:3930"," DOID:2952 "
"27600"," DOID:3933"," DOID:682 "
"27603"," DOID:3939",NA
"27605"," DOID:3944"," DOID:934 "
"27608"," DOID:3946"," DOID:2444 "
"27611"," DOID:3947"," DOID:9553 "
"27614"," DOID:3948"," DOID:660 "
"27617"," DOID:3950"," DOID:3953 "
"27620"," DOID:3951"," DOID:820 "
"27623"," DOID:3952"," DOID:9553 "
"27626"," DOID:3953"," DOID:170 "
"27629"," DOID:3959"," DOID:3948 "
"27632"," DOID:396"," DOID:397 "
"27635"," DOID:3962"," DOID:0080525 "
"27638"," DOID:3963"," DOID:1781 "
"27641"," DOID:3964"," DOID:3962 "
"27644"," DOID:3965"," DOID:3451 "
"27647"," DOID:3968"," DOID:3969 "
"27650"," DOID:3969"," DOID:0080525 "
"27653"," DOID:397"," DOID:0060036 "
"27656"," DOID:3973"," DOID:3963 "
"27659"," DOID:3974",NA
"27661"," DOID:3978"," DOID:0050700 "
"27664"," DOID:398",NA
"27666"," DOID:3981"," DOID:0110734 "
"27669"," DOID:3982"," DOID:0050845 "
"27672"," DOID:3983"," DOID:883 "
"27675"," DOID:3984",NA
"27677"," DOID:3985"," DOID:1255 "
"27680"," DOID:399"," DOID:0050338 "
"27683"," DOID:3996"," DOID:0050686 "
"27686"," DOID:3997",NA
"27688"," DOID:3998"," DOID:3999 "
"27691"," DOID:3999"," DOID:1294 "
"27694"," DOID:4",NA
"27696"," DOID:4000"," DOID:2152 "
"27699"," DOID:4001"," DOID:2151 "
"27702"," DOID:4003"," DOID:1357 "
"27705"," DOID:4005"," DOID:2871 "
"27708"," DOID:4006"," DOID:4007 "
"27711"," DOID:4007"," DOID:11054 "
"27714"," DOID:4008"," DOID:1963 "
"27717"," DOID:4009",NA
"27719"," DOID:401"," DOID:399 "
"27722"," DOID:4010",NA
"27724"," DOID:4011"," DOID:10286 "
"27727"," DOID:4012"," DOID:2671 "
"27730"," DOID:4013"," DOID:734 "
"27733"," DOID:4014"," DOID:2671 "
"27736"," DOID:4015"," DOID:305 "
"27739"," DOID:402"," DOID:404 "
"27742"," DOID:4020",NA
"27744"," DOID:4022"," DOID:1426 "
"27747"," DOID:4023"," DOID:6217 "
"27750"," DOID:4024"," DOID:299 "
"27753"," DOID:4025",NA
"27755"," DOID:4026",NA
"27757"," DOID:4027",NA
"27759"," DOID:4028"," DOID:471 "
"27762"," DOID:4029"," DOID:76 "
"27765"," DOID:403"," DOID:77 "
"27768"," DOID:4030"," DOID:4029 "
"27771"," DOID:4031"," DOID:2326 "
"27774"," DOID:4033"," DOID:4029 "
"27777"," DOID:4034"," DOID:4029 "
"27780"," DOID:4035"," DOID:4029 "
"27783"," DOID:4036",NA
"27785"," DOID:4037"," DOID:4029 "
"27788"," DOID:4038"," DOID:4029 "
"27791"," DOID:4039",NA
"27793"," DOID:404"," DOID:0050599 "
"27796"," DOID:4043"," DOID:4045 "
"27799"," DOID:4044"," DOID:461 "
"27802"," DOID:4045"," DOID:0060100 "
"27805"," DOID:4047"," DOID:270 "
"27808"," DOID:4048"," DOID:3247 "
"27811"," DOID:4049"," DOID:3247 "
"27814"," DOID:4050"," DOID:5559 "
"27817"," DOID:4051"," DOID:3247 "
"27820"," DOID:4052",NA
"27822"," DOID:4053"," DOID:1995 "
"27825"," DOID:4054"," DOID:10283 "
"27828"," DOID:4055"," DOID:502 "
"27831"," DOID:4056",NA
"27833"," DOID:4057"," DOID:3247 "
"27836"," DOID:4058"," DOID:3121 "
"27839"," DOID:4059"," DOID:3247 "
"27842"," DOID:4060"," DOID:3017 "
"27845"," DOID:4061"," DOID:4062 "
"27848"," DOID:4062"," DOID:2998 "
"27851"," DOID:4064"," DOID:4606 "
"27854"," DOID:4065"," DOID:3247 "
"27857"," DOID:4066"," DOID:3247 "
"27860"," DOID:4067"," DOID:14110 "
"27863"," DOID:407"," DOID:404 "
"27866"," DOID:4071"," DOID:4072 "
"27869"," DOID:4072"," DOID:5295 "
"27872"," DOID:4073"," DOID:4074 "
"27875"," DOID:4074"," DOID:4905 "
"27878"," DOID:4075"," DOID:4896 "
"27881"," DOID:4076",NA
"27883"," DOID:4077",NA
"27885"," DOID:4078"," DOID:0050826 "
"27888"," DOID:4079"," DOID:114 "
"27891"," DOID:4080"," DOID:0050826 "
"27894"," DOID:4084"," DOID:2998 "
"27897"," DOID:4085"," DOID:3095 "
"27900"," DOID:4086"," DOID:5557 "
"27903"," DOID:4087"," DOID:5557 "
"27906"," DOID:4088",NA
"27908"," DOID:409"," DOID:3118 "
"27911"," DOID:4090"," DOID:2033 "
"27914"," DOID:4091",NA
"27916"," DOID:4092",NA
"27918"," DOID:4099",NA
"27920"," DOID:410",NA
"27922"," DOID:4102",NA
"27924"," DOID:4104",NA
"27926"," DOID:4105",NA
"27928"," DOID:4106",NA
"27930"," DOID:4107",NA
"27932"," DOID:4109"," DOID:4110 "
"27935"," DOID:411",NA
"27937"," DOID:4110"," DOID:1398 "
"27940"," DOID:4111"," DOID:4112 "
"27943"," DOID:4112"," DOID:4362 "
"27946"," DOID:4113"," DOID:4114 "
"27949"," DOID:4114"," DOID:9460 "
"27952"," DOID:4115"," DOID:6170 "
"27955"," DOID:4117"," DOID:136 "
"27958"," DOID:4118"," DOID:235 "
"27961"," DOID:4119"," DOID:4610 "
"27964"," DOID:412",NA
"27966"," DOID:4121",NA
"27968"," DOID:4123"," DOID:16 "
"27971"," DOID:413",NA
"27973"," DOID:4131"," DOID:4223 "
"27976"," DOID:4136"," DOID:201 "
"27979"," DOID:4137"," DOID:4138 "
"27982"," DOID:4138"," DOID:9741 "
"27985"," DOID:414",NA
"27987"," DOID:4140"," DOID:0060262 "
"27990"," DOID:4141"," DOID:4143 "
"27993"," DOID:4142",NA
"27995"," DOID:4143"," DOID:184 "
"27998"," DOID:4144",NA
"28000"," DOID:4147"," DOID:0050624 "
"28003"," DOID:4148"," DOID:0050624 "
"28006"," DOID:4151"," DOID:3302 "
"28009"," DOID:4152"," DOID:3302 "
"28012"," DOID:4153"," DOID:3302 "
"28015"," DOID:4154"," DOID:1091 "
"28018"," DOID:4156"," DOID:4166 "
"28021"," DOID:4157"," DOID:4166 "
"28024"," DOID:4159"," DOID:0060122 "
"28027"," DOID:4160"," DOID:769 "
"28030"," DOID:4161",NA
"28032"," DOID:4163"," DOID:769 "
"28035"," DOID:4164"," DOID:1319 "
"28038"," DOID:4165",NA
"28040"," DOID:4166"," DOID:0050338 "
"28043"," DOID:417"," DOID:2914 "
"28046"," DOID:4170",NA
"28048"," DOID:4172",NA
"28050"," DOID:4173",NA
"28052"," DOID:4175"," DOID:4176 "
"28055"," DOID:4176"," DOID:74 "
"28058"," DOID:418"," DOID:419 "
"28061"," DOID:4183"," DOID:4184 "
"28064"," DOID:4184"," DOID:896 "
"28067"," DOID:4186"," DOID:92 "
"28070"," DOID:4188"," DOID:92 "
"28073"," DOID:4189"," DOID:92 "
"28076"," DOID:419"," DOID:1575 "
"28079"," DOID:4193"," DOID:6713 "
"28082"," DOID:4194"," DOID:2978 "
"28085"," DOID:4195"," DOID:4194 "
"28088"," DOID:4196"," DOID:1188 "
"28091"," DOID:420"," DOID:421 "
"28094"," DOID:4200",NA
"28096"," DOID:4201"," DOID:1188 "
"28099"," DOID:4202"," DOID:4203 "
"28102"," DOID:4203"," DOID:4706 "
"28105"," DOID:4205"," DOID:4706 "
"28108"," DOID:4206"," DOID:4203 "
"28111"," DOID:4207"," DOID:4203 "
"28114"," DOID:4209"," DOID:4210 "
"28117"," DOID:421"," DOID:16 "
"28120"," DOID:4210"," DOID:3565 "
"28123"," DOID:4211"," DOID:3565 "
"28126"," DOID:4217"," DOID:2151 "
"28129"," DOID:422"," DOID:423 "
"28132"," DOID:4223"," DOID:2723 "
"28135"," DOID:4224",NA
"28137"," DOID:4226"," DOID:5166 "
"28140"," DOID:4227"," DOID:5165 "
"28143"," DOID:4228",NA
"28145"," DOID:423"," DOID:66 "
"28148"," DOID:4230"," DOID:4045 "
"28151"," DOID:4231"," DOID:0060123 "
"28154"," DOID:4232"," DOID:3369 "
"28157"," DOID:4233"," DOID:1115 "
"28160"," DOID:4235"," DOID:1115 "
"28163"," DOID:4236"," DOID:154 "
"28166"," DOID:4238",NA
"28168"," DOID:4239"," DOID:4043 "
"28171"," DOID:424"," DOID:850 "
"28174"," DOID:4240",NA
"28176"," DOID:4242"," DOID:263 "
"28179"," DOID:4245",NA
"28181"," DOID:4246",NA
"28183"," DOID:4247"," DOID:4248 "
"28186"," DOID:4248"," DOID:3393 "
"28189"," DOID:4249"," DOID:649 "
"28192"," DOID:425",NA
"28194"," DOID:4250"," DOID:4251 "
"28197"," DOID:4251"," DOID:5614 "
"28200"," DOID:4252"," DOID:10579 "
"28203"," DOID:4253"," DOID:4254 "
"28206"," DOID:4254"," DOID:0080005 "
"28209"," DOID:4256",NA
"28211"," DOID:4257"," DOID:3342 "
"28214"," DOID:4258"," DOID:2256 "
"28217"," DOID:4260"," DOID:0060135 "
"28220"," DOID:4263",NA
"28222"," DOID:4265"," DOID:178 "
"28225"," DOID:4266"," DOID:4265 "
"28228"," DOID:4267"," DOID:936 "
"28231"," DOID:4270"," DOID:4271 "
"28234"," DOID:4271"," DOID:2473 "
"28237"," DOID:4273",NA
"28239"," DOID:4274",NA
"28241"," DOID:4277"," DOID:3449 "
"28244"," DOID:4278"," DOID:3445 "
"28247"," DOID:4279"," DOID:2513 "
"28250"," DOID:4280"," DOID:2513 "
"28253"," DOID:4281"," DOID:2513 "
"28256"," DOID:4282"," DOID:2513 "
"28259"," DOID:4283"," DOID:2513 "
"28262"," DOID:4284"," DOID:4908 "
"28265"," DOID:4285",NA
"28267"," DOID:4286"," DOID:2513 "
"28270"," DOID:4287"," DOID:4288 "
"28273"," DOID:4288"," DOID:5665 "
"28276"," DOID:4289"," DOID:2513 "
"28279"," DOID:429"," DOID:229 "
"28282"," DOID:4290"," DOID:2513 "
"28285"," DOID:4291"," DOID:2513 "
"28288"," DOID:4292"," DOID:2513 "
"28291"," DOID:4293"," DOID:2513 "
"28294"," DOID:4294"," DOID:2513 "
"28297"," DOID:4295"," DOID:2513 "
"28300"," DOID:4297"," DOID:1682 "
"28303"," DOID:4298",NA
"28305"," DOID:4299"," DOID:2513 "
"28308"," DOID:4300"," DOID:2513 "
"28311"," DOID:4301"," DOID:1294 "
"28314"," DOID:4302"," DOID:4280 "
"28317"," DOID:4303"," DOID:2513 "
"28320"," DOID:4304"," DOID:2513 "
"28323"," DOID:4305"," DOID:200 "
"28326"," DOID:4306"," DOID:574 "
"28329"," DOID:4307"," DOID:4306 "
"28332"," DOID:4308"," DOID:574 "
"28335"," DOID:431"," DOID:423 "
"28338"," DOID:4310"," DOID:461 "
"28341"," DOID:4313"," DOID:2730 "
"28344"," DOID:4318",NA
"28346"," DOID:4320"," DOID:3594 "
"28349"," DOID:4321"," DOID:174 "
"28352"," DOID:4322"," DOID:174 "
"28355"," DOID:4323"," DOID:174 "
"28358"," DOID:4324"," DOID:174 "
"28361"," DOID:4325"," DOID:934 "
"28364"," DOID:4326",NA
"28366"," DOID:4327"," DOID:934 "
"28369"," DOID:4329"," DOID:4330 "
"28372"," DOID:433",NA
"28374"," DOID:4330"," DOID:3405 "
"28377"," DOID:4331"," DOID:403 "
"28380"," DOID:4332",NA
"28382"," DOID:4333"," DOID:229 "
"28385"," DOID:4334"," DOID:710 "
"28388"," DOID:4336"," DOID:4337 "
"28391"," DOID:4337"," DOID:8913 "
"28394"," DOID:434",NA
"28396"," DOID:4346"," DOID:3133 "
"28399"," DOID:4347"," DOID:75 "
"28402"," DOID:4349",NA
"28404"," DOID:435",NA
"28406"," DOID:4350",NA
"28408"," DOID:4351",NA
"28410"," DOID:4352"," DOID:3479 "
"28413"," DOID:4353"," DOID:240 "
"28416"," DOID:4356",NA
"28418"," DOID:4357",NA
"28420"," DOID:4358",NA
"28422"," DOID:4359"," DOID:1909 "
"28425"," DOID:436"," DOID:5559 "
"28428"," DOID:4360"," DOID:1909 "
"28431"," DOID:4362"," DOID:120 "
"28434"," DOID:4364"," DOID:1612 "
"28437"," DOID:4367"," DOID:1701 "
"28440"," DOID:4369",NA
"28442"," DOID:437"," DOID:438 "
"28445"," DOID:4370"," DOID:76 "
"28448"," DOID:4371"," DOID:2916 "
"28451"," DOID:4372"," DOID:6713 "
"28454"," DOID:4374"," DOID:850 "
"28457"," DOID:4375",NA
"28459"," DOID:4376"," DOID:3044 "
"28462"," DOID:4377"," DOID:3044 "
"28465"," DOID:4378"," DOID:0060904 "
"28468"," DOID:4379"," DOID:3044 "
"28471"," DOID:438"," DOID:417 "
"28474"," DOID:4381",NA
"28476"," DOID:4383",NA
"28478"," DOID:4384"," DOID:3259 "
"28481"," DOID:4385"," DOID:1749 "
"28484"," DOID:4386"," DOID:0060123 "
"28487"," DOID:4387",NA
"28489"," DOID:4388"," DOID:3368 "
"28492"," DOID:4389"," DOID:4232 "
"28495"," DOID:439"," DOID:440 "
"28498"," DOID:4393",NA
"28500"," DOID:4394"," DOID:3405 "
"28503"," DOID:4397"," DOID:2723 "
"28506"," DOID:4398"," DOID:2723 "
"28509"," DOID:4399"," DOID:2723 "
"28512"," DOID:440"," DOID:870 "
"28515"," DOID:4400"," DOID:2723 "
"28518"," DOID:4403",NA
"28520"," DOID:4404"," DOID:2773 "
"28523"," DOID:4406"," DOID:2723 "
"28526"," DOID:4407"," DOID:2772 "
"28529"," DOID:4409"," DOID:2723 "
"28532"," DOID:4410",NA
"28534"," DOID:4411"," DOID:934 "
"28537"," DOID:4412",NA
"28539"," DOID:4413"," DOID:4362 "
"28542"," DOID:4415"," DOID:4231 "
"28545"," DOID:4418"," DOID:4415 "
"28548"," DOID:4419"," DOID:0060092 "
"28551"," DOID:4422"," DOID:4236 "
"28554"," DOID:4423"," DOID:1927 "
"28557"," DOID:4424"," DOID:4330 "
"28560"," DOID:4425",NA
"28562"," DOID:4428"," DOID:13365 "
"28565"," DOID:4430"," DOID:169 "
"28568"," DOID:4432"," DOID:1799 "
"28571"," DOID:4433"," DOID:1799 "
"28574"," DOID:4434"," DOID:7505 "
"28577"," DOID:4435"," DOID:3842 "
"28580"," DOID:4436"," DOID:3565 "
"28583"," DOID:4437"," DOID:3842 "
"28586"," DOID:4438"," DOID:4439 "
"28589"," DOID:4439"," DOID:3620 "
"28592"," DOID:4440"," DOID:2994 "
"28595"," DOID:4441"," DOID:2394 "
"28598"," DOID:4442"," DOID:4362 "
"28601"," DOID:4443",NA
"28603"," DOID:4445",NA
"28605"," DOID:4446",NA
"28607"," DOID:4447"," DOID:4449 "
"28610"," DOID:4448"," DOID:8466 "
"28613"," DOID:4449"," DOID:6929 "
"28616"," DOID:445"," DOID:447 "
"28619"," DOID:4450"," DOID:4451 "
"28622"," DOID:4451"," DOID:263 "
"28625"," DOID:4452",NA
"28627"," DOID:4454"," DOID:4450 "
"28630"," DOID:4455"," DOID:4450 "
"28633"," DOID:446"," DOID:3947 "
"28636"," DOID:4463"," DOID:4450 "
"28639"," DOID:4464"," DOID:4450 "
"28642"," DOID:4465"," DOID:4450 "
"28645"," DOID:4467"," DOID:4450 "
"28648"," DOID:4468"," DOID:299 "
"28651"," DOID:447"," DOID:557 "
"28654"," DOID:4471"," DOID:4450 "
"28657"," DOID:4472"," DOID:4450 "
"28660"," DOID:4473"," DOID:4450 "
"28663"," DOID:4478",NA
"28665"," DOID:4479"," DOID:447 "
"28668"," DOID:448",NA
"28670"," DOID:4480"," DOID:2256 "
"28673"," DOID:4481"," DOID:4483 "
"28676"," DOID:4483"," DOID:2163 "
"28679"," DOID:4486"," DOID:1790 "
"28682"," DOID:4488"," DOID:1790 "
"28685"," DOID:4489"," DOID:1790 "
"28688"," DOID:449",NA
"28690"," DOID:4490"," DOID:1725 "
"28693"," DOID:4491"," DOID:225 "
"28696"," DOID:4492"," DOID:8469 "
"28699"," DOID:4493",NA
"28701"," DOID:4496",NA
"28703"," DOID:4499",NA
"28705"," DOID:450"," DOID:9884 "
"28708"," DOID:4500"," DOID:0050032 "
"28711"," DOID:4501"," DOID:225 "
"28714"," DOID:4502",NA
"28716"," DOID:4504"," DOID:2133 "
"28719"," DOID:4505"," DOID:0001816 "
"28722"," DOID:4509",NA
"28724"," DOID:4510"," DOID:0001816 "
"28727"," DOID:4511"," DOID:3017 "
"28730"," DOID:4512"," DOID:0001816 "
"28733"," DOID:4513"," DOID:0001816 "
"28736"," DOID:4514"," DOID:4515 "
"28739"," DOID:4515"," DOID:1781 "
"28742"," DOID:4517"," DOID:2687 "
"28745"," DOID:452"," DOID:0050624 "
"28748"," DOID:4520"," DOID:4521 "
"28751"," DOID:4521"," DOID:4362 "
"28754"," DOID:4522"," DOID:0001816 "
"28757"," DOID:4524"," DOID:4054 "
"28760"," DOID:4525"," DOID:0001816 "
"28763"," DOID:4527"," DOID:0001816 "
"28766"," DOID:4531"," DOID:0050904 "
"28769"," DOID:4534"," DOID:225 "
"28772"," DOID:4535"," DOID:421 "
"28775"," DOID:4539",NA
"28777"," DOID:4540"," DOID:0060047 "
"28780"," DOID:4541"," DOID:0060046 "
"28783"," DOID:4542"," DOID:3829 "
"28786"," DOID:4543"," DOID:10914 "
"28789"," DOID:4545"," DOID:3371 "
"28792"," DOID:4546"," DOID:4545 "
"28795"," DOID:4547"," DOID:4545 "
"28798"," DOID:4548"," DOID:4549 "
"28801"," DOID:4549"," DOID:3371 "
"28804"," DOID:4550"," DOID:4551 "
"28807"," DOID:4551"," DOID:4610 "
"28810"," DOID:4552"," DOID:305 "
"28813"," DOID:4553"," DOID:3284 "
"28816"," DOID:4554"," DOID:3275 "
"28819"," DOID:4555"," DOID:4001 "
"28822"," DOID:4556"," DOID:3908 "
"28825"," DOID:4557"," DOID:403 "
"28828"," DOID:4558"," DOID:3488 "
"28831"," DOID:456"," DOID:883 "
"28834"," DOID:4560"," DOID:1002 "
"28837"," DOID:4561"," DOID:1002 "
"28840"," DOID:4562"," DOID:0060000 "
"28843"," DOID:457",NA
"28845"," DOID:4582",NA
"28847"," DOID:4583",NA
"28849"," DOID:4584"," DOID:3565 "
"28852"," DOID:4585",NA
"28854"," DOID:4586"," DOID:3565 "
"28857"," DOID:4587"," DOID:0060090 "
"28860"," DOID:4588"," DOID:3565 "
"28863"," DOID:4589",NA
"28865"," DOID:4590",NA
"28867"," DOID:4591"," DOID:3565 "
"28870"," DOID:4593"," DOID:3565 "
"28873"," DOID:4594"," DOID:3565 "
"28876"," DOID:4595",NA
"28878"," DOID:4596",NA
"28880"," DOID:4598",NA
"28882"," DOID:4603"," DOID:37 "
"28885"," DOID:4606"," DOID:4607 "
"28888"," DOID:4607"," DOID:0080355 "
"28891"," DOID:4608"," DOID:0050625 "
"28894"," DOID:461"," DOID:0060099 "
"28897"," DOID:4610"," DOID:0050624 "
"28900"," DOID:4613"," DOID:1188 "
"28903"," DOID:4615",NA
"28905"," DOID:4616",NA
"28907"," DOID:4617"," DOID:823 "
"28910"," DOID:4618"," DOID:1862 "
"28913"," DOID:462",NA
"28915"," DOID:4621"," DOID:2490 "
"28918"," DOID:4624"," DOID:225 "
"28921"," DOID:4625",NA
"28923"," DOID:4626"," DOID:0060668 "
"28926"," DOID:4627"," DOID:0060135 "
"28929"," DOID:4629",NA
"28931"," DOID:4630"," DOID:2670 "
"28934"," DOID:4631",NA
"28936"," DOID:4633"," DOID:9310 "
"28939"," DOID:4636"," DOID:4637 "
"28942"," DOID:4637"," DOID:1602 "
"28945"," DOID:4638"," DOID:1602 "
"28948"," DOID:4639"," DOID:1602 "
"28951"," DOID:4640"," DOID:1602 "
"28954"," DOID:4641",NA
"28956"," DOID:4644"," DOID:2730 "
"28959"," DOID:4645"," DOID:2174 "
"28962"," DOID:4647"," DOID:768 "
"28965"," DOID:4648"," DOID:768 "
"28968"," DOID:4650"," DOID:768 "
"28971"," DOID:4651"," DOID:768 "
"28974"," DOID:4653"," DOID:768 "
"28977"," DOID:4655",NA
"28979"," DOID:4656"," DOID:768 "
"28982"," DOID:4658"," DOID:0060084 "
"28985"," DOID:4659"," DOID:349 "
"28988"," DOID:4660"," DOID:349 "
"28991"," DOID:4661"," DOID:225 "
"28994"," DOID:4662"," DOID:936 "
"28997"," DOID:4664"," DOID:4677 "
"29000"," DOID:4665",NA
"29002"," DOID:4667",NA
"29004"," DOID:4668",NA
"29006"," DOID:467"," DOID:0060091 "
"29009"," DOID:4671"," DOID:1923 "
"29012"," DOID:4674"," DOID:1923 "
"29015"," DOID:4675"," DOID:4676 "
"29018"," DOID:4676"," DOID:1074 "
"29021"," DOID:4677"," DOID:10124 "
"29024"," DOID:4678"," DOID:4531 "
"29027"," DOID:4679"," DOID:4680 "
"29030"," DOID:468"," DOID:461 "
"29033"," DOID:4680"," DOID:3459 "
"29036"," DOID:4681"," DOID:4531 "
"29039"," DOID:4682"," DOID:4947 "
"29042"," DOID:4683"," DOID:3451 "
"29045"," DOID:4684",NA
"29047"," DOID:4685"," DOID:4531 "
"29050"," DOID:4686"," DOID:1107 "
"29053"," DOID:4687"," DOID:3963 "
"29056"," DOID:4688"," DOID:4531 "
"29059"," DOID:469"," DOID:255 "
"29062"," DOID:4690"," DOID:4691 "
"29065"," DOID:4691"," DOID:5559 "
"29068"," DOID:4692"," DOID:1242 "
"29071"," DOID:4693"," DOID:1192 "
"29074"," DOID:4694",NA
"29076"," DOID:4696"," DOID:4697 "
"29079"," DOID:4697"," DOID:3193 "
"29082"," DOID:4698"," DOID:1192 "
"29085"," DOID:4699"," DOID:116 "
"29088"," DOID:47"," DOID:48 "
"29091"," DOID:470"," DOID:471 "
"29094"," DOID:4700",NA
"29096"," DOID:4702"," DOID:37 "
"29099"," DOID:4705",NA
"29101"," DOID:4706"," DOID:1319 "
"29104"," DOID:4707"," DOID:4706 "
"29107"," DOID:4708"," DOID:4437 "
"29110"," DOID:471"," DOID:3165 "
"29113"," DOID:4711",NA
"29115"," DOID:4712",NA
"29117"," DOID:4714",NA
"29119"," DOID:4715"," DOID:4148 "
"29122"," DOID:4716"," DOID:10534 "
"29125"," DOID:4717"," DOID:2994 "
"29128"," DOID:4719"," DOID:2705 "
"29131"," DOID:472"," DOID:0050621 "
"29134"," DOID:4723"," DOID:936 "
"29137"," DOID:4724"," DOID:936 "
"29140"," DOID:4725",NA
"29142"," DOID:4726",NA
"29144"," DOID:4727",NA
"29146"," DOID:4730"," DOID:4483 "
"29149"," DOID:4731"," DOID:4483 "
"29152"," DOID:4734"," DOID:182 "
"29155"," DOID:4737"," DOID:150 "
"29158"," DOID:4738",NA
"29160"," DOID:4739"," DOID:2998 "
"29163"," DOID:474"," DOID:255 "
"29166"," DOID:4742",NA
"29168"," DOID:4743"," DOID:5556 "
"29171"," DOID:4744"," DOID:780 "
"29174"," DOID:4746",NA
"29176"," DOID:4748",NA
"29178"," DOID:4749"," DOID:3565 "
"29181"," DOID:4751"," DOID:4752 "
"29184"," DOID:4752"," DOID:0050890 "
"29187"," DOID:4754",NA
"29189"," DOID:4756"," DOID:4757 "
"29192"," DOID:4757"," DOID:192 "
"29195"," DOID:4758",NA
"29197"," DOID:476"," DOID:0060082 "
"29200"," DOID:4760",NA
"29202"," DOID:4762"," DOID:1875 "
"29205"," DOID:4765"," DOID:1324 "
"29208"," DOID:4766"," DOID:688 "
"29211"," DOID:4767"," DOID:4765 "
"29214"," DOID:4768"," DOID:4765 "
"29217"," DOID:4769"," DOID:4765 "
"29220"," DOID:4772",NA
"29222"," DOID:4773"," DOID:263 "
"29225"," DOID:4775",NA
"29227"," DOID:4776"," DOID:2921 "
"29230"," DOID:4777"," DOID:2921 "
"29233"," DOID:4778"," DOID:2921 "
"29236"," DOID:4779"," DOID:2921 "
"29239"," DOID:478",NA
"29241"," DOID:4780"," DOID:9808 "
"29244"," DOID:4781"," DOID:2921 "
"29247"," DOID:4782"," DOID:2921 "
"29250"," DOID:4783"," DOID:2921 "
"29253"," DOID:4784"," DOID:2921 "
"29256"," DOID:4786",NA
"29258"," DOID:4787"," DOID:3200 "
"29261"," DOID:4788"," DOID:0060103 "
"29264"," DOID:479"," DOID:471 "
"29267"," DOID:4790"," DOID:0060103 "
"29270"," DOID:4791"," DOID:1659 "
"29273"," DOID:4794",NA
"29275"," DOID:4795"," DOID:3321 "
"29278"," DOID:4796"," DOID:2951 "
"29281"," DOID:4797"," DOID:349 "
"29284"," DOID:4798"," DOID:349 "
"29287"," DOID:4799",NA
"29289"," DOID:48"," DOID:15 "
"29292"," DOID:480"," DOID:936 "
"29295"," DOID:4800",NA
"29297"," DOID:4804",NA
"29299"," DOID:4807",NA
"29301"," DOID:4808",NA
"29303"," DOID:4809",NA
"29305"," DOID:481",NA
"29307"," DOID:4810"," DOID:3345 "
"29310"," DOID:4812"," DOID:4813 "
"29313"," DOID:4813"," DOID:4202 "
"29316"," DOID:4814",NA
"29318"," DOID:4816",NA
"29320"," DOID:4817"," DOID:0080321 "
"29323"," DOID:4818",NA
"29325"," DOID:4819",NA
"29327"," DOID:482"," DOID:0080320 "
"29330"," DOID:4828",NA
"29332"," DOID:4829"," DOID:1324 "
"29335"," DOID:483"," DOID:484 "
"29338"," DOID:4830"," DOID:1749 "
"29341"," DOID:4831",NA
"29343"," DOID:4832",NA
"29345"," DOID:4833",NA
"29347"," DOID:4837"," DOID:225 "
"29350"," DOID:4838"," DOID:305 "
"29353"," DOID:4839"," DOID:4840 "
"29356"," DOID:484"," DOID:2213 "
"29359"," DOID:4840"," DOID:4159 "
"29362"," DOID:4841",NA
"29364"," DOID:4843"," DOID:4844 "
"29367"," DOID:4844"," DOID:0080829 "
"29370"," DOID:4845"," DOID:4851 "
"29373"," DOID:4846"," DOID:4847 "
"29376"," DOID:4847"," DOID:5612 "
"29379"," DOID:4848"," DOID:4205 "
"29382"," DOID:4850",NA
"29384"," DOID:4851"," DOID:0080830 "
"29387"," DOID:4852"," DOID:0080829 "
"29390"," DOID:4853"," DOID:4848 "
